body,label
"Reiner's advice didn't work for me. It's true that the disk was full,
but clobbering some of the topic libraries didn't help matters. It
showed the same symptoms on reboot. (No X start, occasional screen
blanking, and ""Id 3 spawning too fast"".)

 I'm not sure how to ""capture"" log and get it to the world; apparently
my olpc can't see the network to scp anything. The best I can do is
page through it and get screen captures. Should I do that?

Since I'm an olpc novice and not a Linux expert I am probably not the
person to work this out. I really have very little idea what to expect
when it does work. And it appears that others are having problems with
385 on OS X.

Can you refer us to an earlier build known to work on Parallels? I'd
like to be able to touch Sugar before Wednesday.

mt
_______________________________________________
Sugar mailing list
Sugar@laptop.org
http://mailman.laptop.org/mailman/listinfo/sugar

",clean
"

Start Date: 10/22/01; HourAhead hour: 20;  No ancillary schedules awarded.  No variances detected. 

    LOG MESSAGES:

PARSING FILE -->> O:\\Portland\\WestDesk\\California Scheduling\\ISO Final Schedules\\2001102220.txt

Error retrieving HourAhead price data - process continuing...

",clean
"re : 3 . 399 human subjects when our graduate seminar in linguistics of asl was preparing to videotape deaf native signers , at berkeley in the late seventies , our "" informed consent "" forms had to specify what uses we might eventually make of the tapes and data and request the subjects ' assent to them . one aspect of that experience bears on the question of adults with low literacy . we all wrote our own forms . one member of the seminar focused on the legal and contractual nature of the document and wrote a very legalese text , in the formal style distinctive of laws and contracts and incorporating many of the obscure and highly formal archaisms often noted therein : - ) . ( example made up from memory : "" . . . whereas the party of the first part may at some future time herein unspecified desire to exhibit such tapes . . . "" ) . another student , keeping in mind the low english skills of many deaf people , wrote a form that tended to short , conversational statements and questions ( "" . . . i may want to show parts of these tapes to other linguists so i can tell them about the things i find out about asl . is that ok with you ? please initial : yes _ _ _ _ or no _ _ _ _ . . . . "" ) the consensus of the group was that the second style was much preferable . it 's perfectly possible to be precise without being complex or obscure , and a document that your subject can't understand runs a great risk of obtaining consent without providing information . i ' m not sure how we handled the issue of subjects unable to understand even a simple - english form , or whether it came up . we may have had a certified interpreter explain it to the prospective subject and discuss it to be sure the subject understood , while videotaping this whole discussion , and having the interpreter start by explaining that we were taping and getting the subject 's consent to that . this tape would then accompany the signed ( = "" signatured "" ) consent form . mark a . mandel dragon systems , inc . : speech recognition : + 1 617 965-5200 320 nevada st . : newton , mass . 02160 , usa",clean
"

First off Happy New Year's to all you guys!   Most of you already have the 
dates and other information about our Whistler trip this year but I wanted 
to make sure you had all the details for this year's extravaganza.   For 
those of you that went last year you know the drill.  I pay for 
accomodations and meals (and we will eat at some nice places!).  You 
arrange your own transportation, lift tickets and ski rental (all of which 
can be done on arrival and cost under 150 US dollars).

Here are the details:

Dates:   Jan 31st thru Feb. 3

I arrive thursday Jan. 31 12:50 pm on horizon air. (then taking the 2:30 
star express to whistler, arrive 4:30)

Shuttle to whistler:  Whistler star express:  phone #(604) 266-5386

Condo: Woodrun  3bd/2bath with den.  (near chateau whistler)  The shuttle 
will drop you off at or near woodrun.

Lift tickets and ski rental:   All can be taken care of on arrival at 
nearby Chateau Whistler.

If I left anything out let me know.

Look forward to a great trip,


Ed

",clean
"Dear Sir/madam,

I have a client who would like to invest in your country, and am currently
seeking for a reliable person to assist in facilitating the project, so
this prompts me to contact you for possible interest.

The total amount in question is US$9 Million (Nine Million United States
Dollars), and it is presently deposited in a security bank's vault. So my
client, being a known political figure in Liberia, handed me this project
and warned that he would want his name to remain a top secret.


Subsequently, you are to assist in the following areas:

1) Assist in investing of the said Amount
(2) Advise on lucrative areas of Investment
(3) Assist also in purchase of Properties.


If the proposal interest you, please call or email me on telephone number
+44 7787733565.So that we can arrange how to move the fund to your
country.

For your effort and support in the transaction, we have agreed to offer
you 15% of total sum of the fund (US$9Million) as your interest.

I am waiting for your urgent response. Please reply.

Thank you.

GRATEFULLY TREAT AS URGENT.

Mr.Talla Dou Azize.
Financial  Advicer.
UK.






",phishing
"Governor's greased lighting 
Davis criticized for accepting money from power companies
SF Gate News
November 16, 2001
 
 
India Dabhol Project Due Diligence To Start Next Week
Dow Jones Interactive
November 16, 2001
 
 
Ontario mulls alternative to Hydro deregulation
Dow Jones Interactive
November 16, 2001
 
 
 
 
 
 
 
 
 
 
Governor's greased lighting 
Davis criticized for accepting money from power companies
 
Sacramento -- After having sworn off campaign contributions from energy companies, Gov. Gray Davis has started taking money from power providers seeking to do business with the state. 

The two $25,000 contributions came during a series of fund-raisers the governor held when he made a trip last month to the East Coast to view the damage at the World Trade Center and Pentagon. 

The Democratic governor, who has raised more than $30 million for his re- election campaign, has been criticized for taking money from groups that have interests before the administration. 

Yesterday, Davis defended the decision to take the money, saying the worst of the energy crisis is behind us. 

""My concern was in not taking money from people who were actively selling us power during the difficult early months in 2001,"" he said of his decision in January to stop taking contributions from utilities and power companies. ""To my knowledge neither of those companies are active players in that process. "" 

But consumer advocate Harvey Rosenfield blasted Davis for accepting the money and said it should be returned. 

""If it was dirty money before, it is even dirtier now,"" said Rosenfield, who heads the Foundation for Taxpayer and Consumer Rights. Davis is mistaken to think that the energy crisis is over, Rosenfield said. 

""Tell that to the 20 million Californians who have seen their rates increase an average of 50 percent,"" he said. 

The two companies -- FPL Energy LLC and Caithness Energy LLC -- each gave $25,000 to Davis' campaign fund. 

Both contributors have proposed projects pending in California. 

Caithness Energy, a New York-based generator, is expected to file plans to build a power plant with the California Energy Commission later this month. The company wants to build a 560-megawatt natural gas fired plant in Riverside County. 

And subsidiaries of FPL Energy, a Florida generator that operates power plants across the country, are in negotiations with the state's new Power Authority to construct wind turbines in Southern California. The state would buy energy from the turbines and have the option to own them. 

In addition, Caithness and FPL are working together to building another power plant in Riverside County. That project was approved by the state's Energy Commission in March. 

Garry South, Davis' political adviser, said the campaign's position had not changed with regard to collecting money from energy interests. 

South said that the two companies had not been gouging the state and that the fact they had business pending with the state was irrelevant. 

""It is not against the law to take money from a company that does business with the state,"" he said. South said the contributions had no bearing on any decisions made. 

 
 
India Dabhol Project Due Diligence To Start Next Week
 
NEW DELHI -(Dow Jones)- Prospective buyers of the 85% foreign equity in India's 2,184-megawatt Dabhol Power Co. will start due diligence of the project next week, A.K. Doda, executive director of Industrial Development Bank of India (P.IDB), told Dow Jones Newswires Friday. 

The possible buyers are Tata Power Co. Ltd. (P.TPW) and BSES Ltd. (P.BSX) 

""After the due diligence is completed, price negotiations will start and thereafter, the transfer of shares and transfer of ownership will take place,"" Doda said. 

U.S. energy company Enron Corp. (ENE) has a controlling 65% equity stake in Dabhol and wants to sell it because of payment defaults by the plant's sole customer - the Maharashtra State Electricity Board - and the Indian federal government's failure to honor payment guarantees. In August the U.S. company said it was willing to sell its equity at cost. 

Dabhol is India's largest single foreign investment to date. MSEB has 15%, while U.S.-based companies General Electric Co. (GE) and Bechtel (X.BTL) own 10% each in DPC. 

""The share price of the shareholding of Enron and its associates in DPC would be decided by the concerned parties, through mutual negotiations. Indian financial institutions propose to continue their efforts to ensure quick resolution of all issues at the earliest,"" Doda said. 

Doda denied local media reports saying that India's state-owned firm National Thermal Power Corp. (P.NTP) was also a potential buyer of the foreign equity in Dabhol. 

""So far, I am aware of only two companies - Tata Power and BSES. NTPC haven't sent us any expression of interest yet for the Dabhol project,"" he said. 


Ontario mulls alternative to Hydro deregulation
 
The planned deregulation of the $35-billion Ontario electricity sector has been thrown in doubt by a radical proposal that would shackle the province's electricity transmission company, preventing it from becoming a significant player in an open North American power market. 

The plan, known only to Ontario Premier Mike Harris and a few government and Bay Street insiders, would turn Hydro One into a not-for-profit entity instead of a fully commercial, privatized company. If this happens, Hydro One would lack the flexibility to raise equity capital, make acquisitions and form partnerships in an effort to become one of continent's premier transmission companies -- a goal plainly set out by chief executive officer Eleanor Clitheroe. 

David Lindsay, the president and chief executive officer of Ontario SuperBuild Corp., the government's privatization adviser, confirmed that turning Hydro One into a not-for-profit organization, similar to Nav Canada, the civil air navigation service, is under serious consideration. 

""We've been asked to evaluate all options for Hydro One's future, including this one,"" he said yesterday. 

He would not provide details, though it is thought that the government wants to make a decision on Hydro One's future ownership structure by the conclusion of the year. 

A senior official in the Ontario government, who did not want to be identified, said the proposal ""is a step backward to the old days of Ontario Hydro."" He was referring to the debt-laden utility that was split into Ontario Power Generation, the electricity generating arm, and Hydro One, whose network of high-voltage transmission lines spans 30,000 kilometres. 

The Premier's office would not comment. A spokeswoman for Energy Minister Jim Wilson would say only that ""there are a number of options on the table."" 

Sources on Bay Street and at Queen's Park said the idea of turning Hydro One into a not-for-profit entity is being propelled by Anthony Fell, the chairman of Royal Bank-owned RBC Dominion Securities, Bay Street's largest dealer. If the new Hydro One took this shape, it would raise about $10-billion through the sale of bonds to investors. 

The dealers' commission on the sale of the bonds, which would rank among the biggest debt issues in history, would range from $25-million to $40-million, one Bay Street executive said. 

Mr. Harris is said to be keen on the concept partly because all the money would go back to the government to help pay down the $21-billion in ""stranded debt"" racked up by the old Ontario Hydro. The generating and transmission giant's decades-long spending spree on nuclear plants and other assets tore a huge hole in the province's balance sheet. 

Hydro One's cash flow, derived from sales to electricity users, would be used to pay the interest on the $10-billion of bonds. Presumably, consumers would face higher electricity charges if Hydro One lacked sufficient cash to pay the interest. If Hydro One were a private company instead, its financial risk would be borne by shareholders, not ratepayers. The United States has embraced deregulation partly because it shifts the financial risk of the electricity market from taxpayers to shareholders. 

Executives at RBC Dominion declined to comment on the plan, citing client confidentiality concerns. Mr. Fell first proposed it to the government in the spring. 

The government wants to open up the Ontario electricity market, in which buyers and sellers can negotiate prices, by next spring. The market overhaul contemplated turning Ontario Power Generation and Hydro One, both of which are 100 per cent owned by the government, into commercial companies. In Hydro One's case, the leading options were thought to be an outright sale, in which the utility would be bought by another company (presumably a rival utility), or an initial public offering, where the shares would be owned by private investors and traded on the stock exchange. 

The third option -- converting Hydro One into a not-for-profit organization -- has come as a surprise. There has been no debate on this option, though rumours of its existence have jolted Bay Street and Hydro One, both of which were working on the assumption that the transmission business would eventually become a commercial enterprise. 

Sources said that Hydro One management opposes the not-for-profit structure because it would deny Hydro One the flexibility and discipline of a typical commercial business. The not-for-profit structure would mean it would not have to pay taxes, which raises potential trade issues with the United States. American transmission companies might argue that Hydro One's non-taxable status gives it an unfair competitive advantage. 

It would also deny Hydro One management the benefit of potentially lucrative share options. 

Rod Taylor, Hydro One's executive vice-president, would not comment on the not-for-profit option being contemplated by the government. He said, however, that the company's strategy hinges on its ability to become a major player in the deregulated North American electricity market. ""Our vision of the company is to become a fully commercial entity, and become in the transmission sector what Canadian National is to the rail sector,"" he said in a phone interview. 

Stanley Hartt, the chairman of the Canadian office of Wall Street's Salomon Smith Barney, is among the Bay Street executives who opposes a not-for-profit structure for Hydro One (Salomon has a small role as an adviser to Hydro One's strategic business plan). 

In a three-page letter sent this week to the top executives of several large power-using Ontario companies, he said that ""this idea is short-sighted and bad for Ontario."" 

He argued that ""the absence of an equity component in the capital structure of the not-for-profit corporation essentially transfers the equity risk to the ratepayers."" He also said that, without financial flexibility, Hydro One would lack the resources to invest in ""new bottleneck-eliminating connections"" that would allow the company to become a significant electricity exporter. ""Ontario would lose the prospect of becoming a true hub for North American Energy transmission,"" he said. 

In a recent report on the power industry, TD Newcrest analyst David McCracken wrote, ""With its operating expertise and strong balance sheet, Hydro One is well positioned to act as a consolidator of transmission grids in the northern United States, where ownership tends to be fragmented."" 

He noted that Hydro One is expected to be privatized in the next few years, and he said the utility has ""the opportunity to lever strengths from traditional wires businesses into competitive high-growth initiatives."" 

According to sources familiar with the not-for-profit proposal, Hydro One would be governed in the best interests of all electricity users by stocking the board of directors with appointees from corporations that are heavy power users, such as auto and steel makers and paper companies. Such a structure exists at Nav Canada, with airline executives on the board, and the company has been able to cut the fees it charges customers. 

Restructuring Hydro One with debt, rather than equity, is also presented as the most efficient way to capitalize the company. 

""The problem with a Canadian National Rail-style IPO is that equity is much more expensive than debt,"" said one financier familiar with the proposal. ""With a debt-based structure, every dollar earned is available to pay interest, while an equity-based structure means you pay federal taxes, provide a return to shareholders and make debt payments."" 

Dofasco Inc., the big Ontario steel producer that consumes about $100-million of electricity a year, supports the not-for-profit proposal. Gord Forstner, head of communications, said a bond sale would reduce Ontario Hydro's stranded debt by $10-billion immediately, paving the way for lower electricity charges. Currently, a special levy on all electricity bills is being used to whittle down the debt. The charge costs Dofasco alone about $15-million a year. 

""We want to see the stranded debt paid down first,"" Mr. Forstner said. ""Until that happens, we don't favour Hydro One going to the expense of expanding outside of Ontario's boundaries."" Hydro One at a glance 

Ontario's electricity transmission system split off from the former Ontario Hydro in May, 2000. It is the largest power distribution network in Canada and serves 1.2 million people. 

Revenues: $3-billion in 2000, $2.4-billion through first nine months of 2001. 

Total assets: $10-billion, including 141,000 kilometres of wire, 1,200 stations and sub-stations and connection facilities to New York, Michigan, Manitoba and Quebec. 

EBITDA (earnings before interest, tax, depreciation and amortization): $1.3-billion in 2000. 

Net earnings: $378-million in 2000, $351-million through first nine months of 2001. 

Common equity: $3.7-billion (owned by the Province of Ontario) 

Employees: 4,500 

Source: Hydro One 



",clean
"
Greetings from Dubai, 

 

 

This letter must come to you as a big surprise, but I believe it is only a day that people meet and become great friends and business partners. I am Mr. Mr.Adnan Harmoudi Ismail, currently Head of Cooperate affairs with a reputable bank here in U. A. E. 

 

 

I write you this proposal in good faith, believing that I can trust you with the information I am about to reveal to you. I got your contact over the internet as a trustworthy and reliable person. Please pay attention and understand my reason of contacting you today through this email. I am the personal solicitor to a foreigner, Late Mr. Donald Heck, an American who unfortunately lost his life in the plane crash of Egypt Air Flight 990, 1999 air crash {for more information about this crash and person you can contact this website}
http://www.cbsnews.com/stories/1999/11/01/iran/main49778.shtml
http://news.bbc.co.uk/1/hi/world/americas/502503.stm 
 

 

He is an Iraqi Foreign Oil consultant/contractor with the CHEVRON PETROLEUM CORPORATION, Mr. Donald Heck, made a (Fixed deposit) for 36 calendar months, valued at US$17,500,000.00 (Seventeen Million Five hundred Thousand Dollars only) in my bank and I happen to be his account officer before I was moved to my present position recently. You may read more about the crash on visiting this B.B.C News internet website. If I do not move this money out of the country immediately, by end of the year the government will definitely confiscate the money, because my bank cannot provide the account owner to explain the source of the money. 

 

 

I cannot directly transfer out this money without the help of a foreigner and that is why I am contacting you for assistance. As the Account Officer to Late Mr. Donald Heck , coupled with my present position and status in the bank as Head of Retail Banking Group , I have the power to influence the release of the funds to any foreigner that comes up as the next of kin to the account, with the correct information concerning the account, which I shall give you. All documents to enable you claim this fund will be carefully worked out and there is practically no risk involved, the transaction will be executed under a legitimate arrangement that will protect you from any breach of law, beside U. A. E is porous and anything goes. If you accept to work with me, I want you to state how you wish us to share the funds in percentage, so that both parties will be satisfied. If you are interested, contact me as soon as you receive this message so we can go over the details. Thanking you in advance and May God bless you. Please, treat with utmost confidentiality. I shall send you copy of the deposit certificate issued to you when the deposit was made for your perusal. 

 

 

I wait your urgent response via my private email: ahram07@hotmail.com

 

Regards, 
Mr.Adnan Harmoudi Ismail

ttp://www.cbsnews.com/stories/1999/11/01/iran/main49778.shtml
http://news.bbc.co.uk/1/hi/world/americas/502503.stm 
 

 

He is an Iraqi Foreign Oil consultant/contractor with the CHEVRON PETROLEUM CORPORATION, Mr. Donald Heck, made a (Fixed deposit) for 36 calendar months, valued at US$17,500,000.00 (Seventeen Million Five hundred Thousand Dollars only) in my bank and I happen to be his account officer before I was moved to my present position recently. You may read more about the crash on visiting this B.B.C News internet website. If I do not move this money out of the country immediately, by end of the year the government will definitely confiscate the money, because my bank cannot provide the account owner to explain the source of the money. 

 

 

I cannot directly transfer out this money without the help of a foreigner and that is why I am contacting you for assistance. As the Account Officer to Late Mr. Donald Heck , coupled with my present position and status in the bank as Head of Retail Banking Group , I have the power to influence the release of the funds to any foreigner that comes up as the next of kin to the account, with the correct information concerning the account, which I shall give you. All documents to enable you claim this fund will be carefully worked out and there is practically no risk involved, the transaction will be executed under a legitimate arrangement that will protect you from any breach of law, beside U. A. E is porous and anything goes. If you accept to work with me, I want you to state how you wish us to share the funds in percentage, so that both parties will be satisfied. If you are interested, contact me as soon as you receive this message so we can go over the details. Thanking you in advance and May God bless you. Please, treat with utmost confidentiality. I shall send you copy of the deposit certificate issued to you when the deposit was made for your perusal. 

 

 

I wait your urgent response via my private email: ahram07@hotmail.com

 

Regards, 
Mr.Adnan Harmoudi Ismail

________________________________________________________________________
Check Out the new free AIM(R) Mail -- 2 GB of storage and industry-leading spam and email virus protection.
",phishing
"Also, could the types module be renamed ""builtin_classes"" or
""core_classes"" or something like that? It was always a weird name
because it wasn't if it contained all of the types in a Python
distribution. Just a set of core-to-the-implementation ones.

Just out of curiousity: why is the type(x) function valuable when
x.__class__ is a viable alternative and has been one for a long time.

 Paul Prescod
_______________________________________________
Python-3000 mailing list
smsbmo-9552@python.org
http://mail.python.org/mailman/listinfo/python-3000
Unsubscribe: http://mail.python.org/mailman/options/python-3000/python-3000%40tangomu.com


",clean
"globeandmail.com: The Buy: Williams Sonoma Rooster Français bowl set






















 


 


Home  |  National  |  World  |  Business & Investing  |  Opinions  |  Sports  |  Arts  |  Technology  |  Travel  |  Health 



Wednesday, August 06, 2008




 

The Buy: Williams Sonoma Rooster Français bowl set
 


  
Oh you, you are so terribly French, what with your faux vintage French dinnerware from Williams Sonoma. Who will know you are not from the rolling hills of Bordeaux? Moi? Mais non! 

The combination of watercolour renderings of roosters and an antique floral pattern by artist Mark Lacaze on these sturdy earthenware bowls will give that certain je ne sais quoi to your late summer dinner party. 

Pile them high with risotto, pasta or salad and never let the wine glasses empty. The set includes large ($90) and small pasta bowls ($92 for 4) and plates ($25 each). 

Get it at www.williamssonoma.com.

—Leah Rumack
Questions? Comments? E-mail style@globeandmail.com.





 






About this E-Mail 
You received this because you have subscribed to StyleCounsel newsletter from Globeandmail.com. 
This newsletter is being sent to gvcormac@gvc.ceas-challenge.cc 

Sign up for more free newsletters from globeandmail.com 

Remove me from this newsletter 

Copyright © 2007 CTVglobemedia publishing Inc. 
Contact Us  |  Privacy Policy 










",clean
"
The syntax for this form of the command is:
-sDEVICE argument to the gs (Ghostscript) command.  (Type gs -h to get
#!/bin/sh
/compat/linux.  On -current, all files, not just libraries, are
or
	psmintr
______________________________________________________________________
attention to this.
and then run strip -d on the original. Install the original as normal.
If a hard-wired connection to another FreeBSD (2.0R or later) machine
		 will determine the baud rate of the UART.

",phishing
"sum : tenses and discourse analysis greetings to the list , i wish to thank everyone that answered my query on tenses and discourse analysis . i hope i have remembered to mention all of them in the following list - i seem to have had problems with my e-mail directories recently , and there 's a possibility i may have lost some messages . needless to say i will continue to welcome replies to the original query and anyone wishing to have further information on bibliography than what is appended below , should feel free to contact me at the following e-mail address : viola @ wam . umd . edu . best regards viola miglio thanks to : celso alvarez caccamo ellen l . contini - morava jeff deby suzanne fleischman hilde hasselgerd jairo morais nunes toshio ohori william j . rapaport larry rosenwald milea angela simoes froes wilbert spooren graham thurgood juan uriagereka brian wallace margaret e . winter almeida , michael j . 1987 . "" reasoning about the temporal structure of narratives "" . technical report 87-10 . buffalo : suny . buffalo . department of computer science . brown , cheryl . 1983 . topic continuity in written english narrative . in givon ( 1983 ) . pp . 315-341 . chierchia , gennaro . 1992 . anaphora and dynamic binding . linguistics and philosophy 15 . 111-183 . comrie , bernard . 1985 . tense . cambridge : cambridge university press . felson duchan , judith , gail a . bruder and lynne hewitt ( eds . ) . ( forthcoming ) . deixis in narrative : a cognitive science perspective . hillsdale , n . j . : lawrence erlbaum associates . fleischman , suzanne . 1990 . tense and narrativity . austin : university of texas press & london : routledge . givon , talmy . ( ed . ) . 1979 . syntax and semantics 12 : discourse and syntax . new york : academic press . givon , talmy . 1993 . english grammar : a function - based introduction . amsterdam : john benjamins . grimes , joseph e . 1975 . the thread of discourse . janua linguarum minor . mouton . gvozdanovic , jadranka and theo janssen ( eds . ) . 1991 . the function of tense in texts . north holland . heim . irene . 1982 . the semantics of definite and indefinite noun phrases . doctoral dissertation , university of massachusetts , amherst . hetzron , robert . 1971 . presentative function and presentative movement . proceedings of the second conference on african linguistics , studies in african linguistics , supplement 2 : 79-105 . hopper , paul j . 1979 . "" aspect and foregrounding in discourse . "" in syntax and semantics : volume 12 - discourse and syntax , edited by talmy givon . new york : academic press . pp . 213-241 . hopper , p . j . ( ed ) . 1982 . tense - aspect : between semantics and pragmatics . amsterdam : john benjamins . hornstein , norbert . 1990 . as time goes by . cambridge , massachusetts : mit press . jespersen , otto . 1931 . a modern english grammar on historica principles . vol . iv . copenhagen : munksgaard . johnstone , barbara . 1987 . "" ' he says . . . so i said ' : verb tense alternation and narrative depiction of authority in american english "" . linguistics 25 , 33-52 . kumpf , l . 1984 . temporal systems and universality in interlanguage : a case study . in f . r . eckman , l . h . bell , and d . nelson ( eds . ) , universals of second language acquisition . rowley , massachusetts : newbury house . pp . 132-143 . longacre , robert e . 1983 . the grammar of discourse . new york : plenum press . nunes , jairo . 1993 . the discourse representation of tense sequencing in narratives . college park , md : university of maryland ms . nunes , jairo and ellen thompson . 1994 . the discourse representation of temporal dependencies . to appear in p . bertinetto , v . bianchi and m . squartini ( eds . ) . proceedings of the cortona tense - aspect meeting . nunes , jairo and ellen thompson . 1993 . "" intensional verbs , tense structure and pronominal reference "" , in s . hargus , g . r . mcmenamin and v . samiian , proceedings of the 23rd western conference on linguistics : wecol ' 93 . pp . 348-360 . pinto , julio c . m . 1988 . the reading of time : a semantico - semiotic approach . berlin ; new york : mouton de gruyter . riddle , elizabeth . 1986 . the meaning and discourse function of the past tense in english . tesol quarterly 20 . 2 : 267-286 . schiffrin , deborah . 1981 . "" tense variation in narrative "" . language , vol . 57 n . 1 . pp . 462ff . thurgood , graham . 1989 . the past perfect , narrative structure and louis l ' amour . university of hawai ' i : working papers in esl 8 . 2 : 27-43 . thurgood , graham . 1990 . english tense and aspect in narratives : perfectivity , imperfectivity , and the two time axes . proceedings of the western conference on linguistics : wecol ' 90vol . 3 . pp . 290-302 . trout , k . 1974 . venus on the half shell . new york : dell . pp . 7-47 . wallace , stephen . 1982 . "" figure and ground "" in hopper ( ed ) , pp . 201-223 . wolfson , n . 1979 . the conversational present alternation . language 55 : 168-182 . wolfson , n . 1982 . on tense alternation and the need for analysis of native speaker usage in second language acquisition . language learning 32 : 53-68 .",clean
"summary of the activities since friday :
overall , it ' s 50 - 50 or better that the legislature will finish up the budget and recess until august 20 th , without having passed some form of an "" edison mou . "" will have a better view of the chances of getting an mou agreed to and passed through both houses by cob monday .
in the senate :
the "" edison mou "" :
as previously reported , on friday , sb 78 - - - the senate ' s version of the edison mou - - passed out of the full senate and was sent to the full senate .
the bill sticks 100 % of suppliers ' debts with edison ' s shareholders but pays qfs and other creditors .
the authors believe that suppliers can ' t force edison into bankruptcy because the claims are with the px , not edison , which in their view means that the suppliers can ' t reach edison . our lawyers need to assess whether the tactic is strong from a legal perspective .
the bill creates an option to buy the transmission system , but rejects the goernor ' s mou , which buys it outright .
though there ' s some uncertainty , the bill appears to end direct access .
information we have indicates that the assembly does not support and will not pass sb 78 in its current form .
enron ( and the marjority of market participants ) opposes 78 .
the "" dunn investigation "" :
dunn released his report regarding contempt charges against enron on saturday .
the report recommends that the senate fine us , beginning with $ 1 , 000 the first day , and doubling everyday thereafter until enron "" complies . ""
dunn announced on saturday that he would attempt to bring the report to the full senate for a vote on saturday .
in response , our lobbyist in sacramento spoke to a leader of the republican party in the senate ( ross johnson ) , and persuaded johson to negotiate the date of the vote with burton and dunn .
she was successful - - - johnson went to burton and got him and dunn to agree not to vote on the report until the senate returned from its recess on august 20 th .
if the senate returns early , it could vote prior to the 20 th , but the likelihood of that happening appears low at this time .
the budget :
the senate passed the budget at about 1 am sunday morning .
the senate adjourned for recess after the vote and is not expected to return until august 20 th .
that leaves the assembly alone in sacramento to do its part regarding the budget and the edison mou .
the assembly
in short , leadership within the assembly is extremely weak and without much influence over its own party - - the democrats .
the speaker is viewed as having botched both the budget and the energy issue .
unable to do a deal , the assembly recessed saturday night and has not reconvened .
it has therefore not taken the votes needed to finish up with the budget .
the assembly also has not passed its version of an edison mou , which it says it intends to do .
best information we have right now is that the assembly does not plan to go back into session until tuesday morning .
late saturday night , the assembly speaker released yet another version of his edison mou ( ab 82 xx ) , but it does not appear at this time that he has enough votes among assembly democrats to pass it .
enron - - together with business customers - - opposes the version of 82 xx released on saturday night because it does not adequately ensure direct access .
best ,
jeff",clean
"On Fri, 29 Jan 1999 BMajik5127@aol.com wrote:

> 
>   I have a transformer, when powered by 110 vac I get 16 vac out.
> I put it through a bridge rectifier and the problem is when I put a cap say
> 20v 1000uf
> across the +  -  of the rectifier, the voltage jumps to about 20 vdc.
> If I omit the cap and attach a small dc motor I get the same effect. WHY???
> Any info would be much appreciated.
> -Mike
> 
> 

Well, just off the top of my head, when you say ""get 16 vac out"" how are
you determining this, a volt meter set for ""Volts AC"" or some such?  Not,
say, an oscilloscope?  You will note that almost all meters render ""AC
Voltage"" as the RMS (Root Mean Square) voltage.  That is to say, it is
sqrt(2)/2 the peak to peak voltage.  However, when you rectify and low
pass an AC waveform without any much load, you get approximately the peak
to peak voltage of the AC waveform as a DC level, minus twice the forward
voltage drop of the particular diodes you have chosen for your rectifier.

For example, 16 VAC = (16 / (sqrt(2)/2)) = 22.7 VDC.  Assuming you are
using a rectifier built with silicon diodes, (which have a .7 volt forward
drop across them) you would measure 22.7 - (2 * .7 ) = 21.3 volts DC.
Now, as to why you are getting lower then that, I would have to suggest
that the cap you are using has a high leakage current, and thus tends to
pull down your output voltage.  It might also have been damaged with the
application of more then it's rated voltage.
Is it perhaps one of those light blue bodied Panasonic electrolytics?
They are awful, but cheap.

							-d

# rsh -l God universe.all find / -name '*windows*' -exec rm -rf {} \\;


",clean
"
My friends,

It is with some regret that I must tell you that I am leaving EBS & Enron as of Aug. 15th.  I have learned a lot during my long tenure at EBS.  Admittedly, some of what I've learned is how not to start a business; but I've also learned numerous positives around teamwork, management, setting goals, and defining new product markets.  All in all, I have definitely come out of the experience enriched.

What I regret the most is having to leave all of you.  I believe very strongly in the role of good people in achieving greatness.  And I have worked with some very brilliant, creative people while at EBS.  All of you have, in one way or another, enriched my life and work.  I really appreciate that.  

If I had a single wish before I left, I would like for Enron to better understand that to achieve greatness as a company, it is not sufficient to ""will"" it to occur.  At a minimum, it requires the right people, with the right skills, and the right knowledge, in the right area, and at the right time.  The key emphasis here is people.  People can't guarantee success; but they are a necessary prerequisite.

I will continue to be available till the 15th to transition any projects, knowledge, or whatever people need.  And after the 15th, I will be around from time-to-time on a consulting basis with various Enron groups.  My current plan is to stay in the Houston area for the foreseeable future, primarily consulting and working with various organizations to support entrepreneurship in the area. Please feel free to contact me at any time to talk on any topic.


I'll leave you with one of my favorite quotes:

	""We cannot direct the wind, but we can adjust the sails""

Thank you.

	-larry



Larry Ciscon, Ph.D.
Systems Architect
713-503-2605    
lciscon@tierastudios.com
_____________________________________
Tiera Studios   www.tierastudios.com

",clean
"?on.exit But here, you want suppressWarnings. On Wed, 16 May 2007, Zack Weinberg wrote: > Is there any way to set options during the evaluation of a particular > expression, with them automatically reset when control leaves that > expression, however that happens?  Kind of like ""let"" on a ""special"" > variable does in Lisp.  I naively tried > > with(options(warn=-1), { >    fit <- fitdistr(data, 'weibull')  # complains about NaNs > }) > > but this leaves options('warn') set to -1 afterward.  I can save and > restore the value explicitly, but then if fitdistr() throws an error, > it won't get reset... --  Brian D. Ripley,                  ripley@stats.ox.ac.uk Professor of Applied Statistics,  http://www.stats.ox.ac.uk/~ripley/ University of Oxford,             Tel:  +44 1865 272861 (self) 1 South Parks Road,                     +44 1865 272866 (PA) Oxford OX1 3TG, UK                Fax:  +44 1865 272595 ______________________________________________ R-help@stat.math.ethz.ch mailing list https://stat.ethz.ch/mailman/listinfo/r-help PLEASE do read the posting guide http://www.R-project.org/posting-guide.html and provide commented, minimal, self-contained, reproducible code.",clean
